Designer;Serie;Type;Codename;Year Released;Function;Width of Machine Word;Supported Instruction Set(s);Type of processor core(s);Number of processor core(s);Memory Interface(s);Max. Clock Frequency of Memory IF;Data Bus Width;Address Bus Width;Number of data bus channels;Non-volatile Memory Data Bus Width;Non-volatile Memory Interface;DMA Channels;Recommended Minimum Clock Frequency;Recommended Maximum Clock Frequency;Max. Data Rate;L1 Instruction Cache per Core;L0 Instruction Cache per Core;Number of L1 Cache Ways;L1 Data Cache per Core;Number of L2 Cache Ways;Total L2 Cache;Total L3 Cache;Internal Systembus Clock;Pipeline Stages;Instruction Execution Performance;Feature Size;Semiconductor Technology;Number of Transistors Integrated;Pins;Fab;Embedded GPU;Number of GPU cores;GPU Clock;Dedicated Graphics Memory;Supported Cellular Data Links;Supported USB Specification;Bluetooth support;Wireless LAN support;NFC support;Supported Audio/Video Interface;Supported GPS protocol(s);Supported Galileo service(s);Supported GLONASS protocol(s);Supported BeiDou system (BDS);Special Features;;
ARM;;Cortex-A9;;2007;Application Processor;32 bit;ARMv7-A;ARM Cortex;1;Yes;;32 bit;;1 ch;;No;;;N/A;;;;;;;;;;;;65 nm;CMOS;;;;N/A;;;;No;No;No;No;;No;No;;;;Harvard Superscalar processor, Configurable L1 and L2 cache sizes, FPU, MMU, 64 bit AMBA 3.0 AXI bus, NEON Media Processing technology, ARM Thumb-2 Technology, ARM TrustZone Technology, ARM CoreSight, ARM TrustZone, ARM Jazelle RCT + DBX;;
Centrality;Titan;Titan GPS V5;;2007;System-On-a-Chip;32 bit;ARMv6;ARM1136EJ-S;1;SDRAM , DDR SDRAM;;32 bit;;1 ch;32 bit;Yes;;600 MHz min.;650 MHz max.;;16 Kbyte I-Cache;;;16 Kbyte D-Cache;;128 Kbyte L2;;;8 pipeline stages;;;CMOS;;477 pins;;N/A;;;;No;No;No;No;;No;Yes;;;;MMU, AMBA 2.0 AHB, ARM Jazelle, VFPU, integrated 40+ channels Centrality GPS V5 DSP;;
Marvell;;PXA300;Monahans L;2007;Application Processor;32 bit;ARM;Intel XScale;1;Yes;;32 bit;;1 ch;;Yes;;104 MHz min.;624 MHz max.;;;;;;;;;;;;;CMOS;;;;N/A;;;;No;No;No;No;;No;No;;;;Wireless Intel SpeedStep technology, Intel Wireless MMX 2;;
Marvell;;PXA310;Monahans LV;2007;Application Processor;32 bit;ARM;Intel XScale;1;Yes;;32 bit;;1 ch;;Yes;;104 MHz min.;624 MHz max.;;;;;;;;;;;;;CMOS;;;;N/A;;;;No;No;No;No;;No;No;;;;Wireless Intel SpeedStep technology, Integrated hardware video acceleration and hardware security;;
Marvell;;PXA320;Monahans P;2007;Application Processor;32 bit;ARM;Intel XScale;1;Yes;;32 bit;;1 ch;;Yes;;104 MHz min.;800 MHz max.;;;;;;;256 Kbyte L2;;;;;;CMOS;;;;N/A;;;;No;No;No;No;;No;No;;;;Wireless Intel SpeedStep technology, Intel Wireless MMX 2, 768 KB frame buffer;;
Marvell;;PXA312;Monahans LV;2007;Application Processor;32 bit;ARMv5TE;Intel XScale;1;Yes;;32 bit;;1 ch;;Yes;;104 MHz min.;624 MHz max.;;;;;;;;;;;;;CMOS;;;;N/A;;;;No;No;No;No;;No;No;;;;Wireless Intel SpeedStep technology, Integrated hardware video acceleration and hardware security;;
Nokia;Rapido;Rapido;;2007;Application Processor with Modem;32 bit;ARMv6;ARM11;1;Yes;;16 bit;;1 ch;16 bit;No;;;369 MHz max.;;;;;;;;;;8 pipeline stages;;;CMOS;;;;N/A;;;;No;No;No;No;;No;No;;;;MMU, AMBA 2.0 AHB, DSP Instruction Set Extensions, ARM Jazelle, Vector Floating Point coprocessor;;
Nokia;Rapido;Rapido Y;;2007;Application Processor with Modem;32 bit;ARMv6;ARM11;1;Yes;;16 bit;;1 ch;16 bit;No;;;369 MHz max.;;;;;;;;;;8 pipeline stages;;;CMOS;;;;N/A;;;;No;No;No;No;;No;No;;;;MMU, AMBA 2.0 AHB, DSP Instruction Set Extensions, ARM Jazelle, Vector Floating Point coprocessor;;
Nokia;Rapido;Rapido YAWE;;2007;Application Processor with Modem;32 bit;ARMv6;ARM1136;1;Yes;;;;1 ch;;No;;;369 MHz max.;;;;;;;;;;8 pipeline stages;;;CMOS;;;;N/A;;;;No;No;No;No;;No;No;;;;MMU, AMBA 2.0 AHB, DSP Instruction Set Extensions, ARM Jazelle, Vector Floating Point coprocessor;;
Nokia;Rapido;Rapido YII3E;;2007;Application Processor with Modem;32 bit;ARMv6;ARM1136;1;Yes;;;;1 ch;;No;;;369 MHz max.;;;;;;;;;;8 pipeline stages;;;CMOS;;;;N/A;;;;No;No;No;No;;No;No;;;;MMU, AMBA 2.0 AHB, DSP Instruction Set Extensions, ARM Jazelle, Vector Floating Point coprocessor;;
NXP;;MXC300-30;;2007;Application Processor with Modem;32 bit;ARMv6;ARM1136JF-S;1;Yes;;32 bit;;1 ch;;Yes;;;532 MHz max.;;;;;;;128 Kbyte L2;;;8 pipeline stages;;;CMOS;;;NXP;N/A;;;;CSD 9.6 kbps , GPRS (Class unspecified) , GPRS Class 12 , EDGE (Class unspecified) , EDGE Multi-slot Class 12 , UMTS 384 kbps (W-CDMA) , HSUPA (Cat. unspecified) , HSDPA (Cat. unspecified) data links;No;No;No;;No;No;;;;StarCore SC140 DSP (GSM 850/900/1800/1900MHz, UMTS 850/1900/2100MHz, GPRS class 12 , EDGE class 12, HSDPA), Digital Video Broadcasting-Handhelds (DVB-H) interface support, A-GPS (network assisted) interface support, Bluetooth interface support, WLAN 802.11a/b/g interface support;;
NXP;;i.MX31;MC9328MX31;2007;Application Processor;32 bit;ARMv6;ARM1136JF-S;1;Yes;;32 bit;;1 ch;;No;;;400 MHz max.;;16 Kbyte I-Cache;;;16 Kbyte D-Cache;;128 Kbyte L2;;;8 pipeline stages;;90 nm;CMOS;;457 pins;NXP;N/A;;;;No;No;No;No;;No;No;;;;16KB shared SRAM, Vector floating point coprocessor (VFP), EmbeddedICE, Smart Speed Switch, Graphics acceleration, AMBA;;
NXP;;i.MX31L;MC9328MX31L;2007;Application Processor;32 bit;ARMv6;ARM1136JF-S;1;Yes;;32 bit;;1 ch;;No;;;400 MHz max.;;16 Kbyte I-Cache;;;16 Kbyte D-Cache;;128 Kbyte L2;;;8 pipeline stages;;90 nm;CMOS;;473 pins;NXP;N/A;;;;No;No;No;No;;No;No;;;;16KB shared SRAM, Vector floating point coprocessor (VFP), EmbeddedICE, Smart Speed Switch, AMBA;;
Qualcomm;MSM;MSM7225;;2007;Application Processor with Modem;32 bit;ARMv6;ARM1136EJ-S;1;mobile (LP) DDR SDRAM;;32 bit;;1 ch;;Yes;;;528 MHz max.;;;;;;;;;;8 pipeline stages;;65 nm;CMOS;;;TSMC;Qualcomm Adreno 200 enhanced GPU;1-core GPU;200 MHz GPU;;CSD 9.6 kbps , GPRS (Class unspecified) , GPRS Multi-slot Class 12 , EDGE Multi-slot Class 12 , UMTS 384 kbps (W-CDMA) , HSUPA (Cat. unspecified) , HSUPA 5.76 Mbps (Cat. 6) , HSDPA (Cat. unspecified) , HSDPA 7.2 Mbps (Cat. 8) data links;No;No;No;;No;GPS (NMEA 0183);;;;Embedded 320 MHz Hexagon QDSP5000 DSP, GSM, GPRS/EGPRS Multislot Class 12, UMTS Release 6, 7.2 Mbps HSDPA, HSUPA 5.76 Mbps, MBMS baseband support, ARM926EJ-S companion processor, ARM TrustZone technology, embedded gpsOne Gen 7 GPS module, Qcamera, Qtv, Qcamcorder, Qvideophone, 5 MP camera support, HVGA (480x320) display support, VGA (640x480) video decode, , software rendered 2D support;;
Qualcomm;MSM;MSM7200A;;2007;Application Processor with Modem;32 bit;ARMv6;ARM1136EJ-S;1;Yes;;32 bit;;1 ch;;Yes;;;528 MHz max.;;;;;;;;;;8 pipeline stages;;90 nm;CMOS;;;TSMC;N/A;;;;CSD 9.6 kbps , GPRS (Class unspecified) , EDGE (Class unspecified) , EDGE Multi-slot Class 12 , UMTS 384 kbps (W-CDMA) , HSUPA (Cat. unspecified) , HSDPA (Cat. unspecified) data links;No;No;No;;No;GPS (NMEA 0183);;;;ARM9 coprocessor, Embedded QDSP4000 and QDSP5000 DSP (GSM, GPRS/EGPRS Multislot Class 12, EDGE, UMTS/WCDMA, HSDPA, HSUPA, MBMS baseband), Embedded gpsOne GPS module, Qcamera, Qtv, Qcamcorder, Qvideophone;;
Qualcomm;MSM;MSM7600;;2007;Application Processor with Modem;32 bit;ARMv6;ARM1136EJ-S;1;Yes;;32 bit;;1 ch;;Yes;;;N/A;;;;;;;;;;8 pipeline stages;;;CMOS;;;TSMC;N/A;;;;CSD 9.6 kbps , GPRS (Class unspecified) , GPRS Class 10 , UMTS 384 kbps (W-CDMA) , HSUPA (Cat. unspecified) , HSDPA (Cat. unspecified) , CDMA2000 1xRTT (IS-2000) , CDMA2000 1xEV-DO Rel. 0 , CDMA2000 1xEV-DO Revision A data links;No;No;No;;No;Yes;;;;133 MHz ARM9 companion processor, ARM TrustZone technology, Embedded QDSP4000 or QDSP5000 DSP (CDMA2000 1X Rel. 0 / Rev. A, CDMA2000 1xEV-DO Rel. 0 / Rev. A, GSM, GPRS Class 10, UMTS, HSDPA, HSUPA, MBMS baseband), Embedded gpsOne GPS module, Qcamera, Qtv, Qcamcorder, Qvideophone;;
Samsung;;S5L8720 APL0278;;2007;System-On-a-Chip;32 bit;ARMv6;ARM1176JZF-S;1;SDRAM , mobile (LP) DDR SDRAM;133 MHz;32 bit;;1 ch;;Yes;;400 MHz min.;667 MHz max.;1.06 Gbyte/s;16 Kbyte I-Cache;;;16 Kbyte D-Cache;;;;;8 pipeline stages;;90 nm;CMOS;;;Samsung;IMG PowerVR MBX Lite GPU;1-core GPU;103 MHz GPU;;No;USB 2.0;No;No;;No;No;;;;8-stage integer pipeline, ARM TrustZone, 16/16KB I/D TCM, PowerVR MBX Lite 3D graphics coprocessor (60MHz), vector floating point coprocessor (VPU), 128 Mbyte SDRAM integrated;;
Samsung;;S3C2416;;2007;Application Processor;32 bit;ARMv4;ARM926EJ-S;1;Yes;;32 bit;;1 ch;;No;;266 MHz min.;400 MHz max.;;16 Kbyte I-Cache;;;16 Kbyte D-Cache;;;;;;;65 nm;CMOS;;330 pins;Samsung;N/A;;;;No;No;No;No;;No;No;;;;2D Graphics accelerator;;
Samsung;;S3C2415;;2007;Application Processor;32 bit;ARMv4;ARM926EJ-S;1;Yes;;32 bit;;1 ch;;No;;266 MHz min.;266 MHz max.;;16 Kbyte I-Cache;;;16 Kbyte D-Cache;;;;;;;65 nm;CMOS;;400 pins;Samsung;N/A;;;;No;No;No;No;;No;No;;;;2D Graphics accelerator;;
Samsung;;S5L8900 APL0098;;2007;System-On-a-Chip;32 bit;ARMv6;ARM1176JZF-S;1;SDRAM;133 MHz;16 bit;;1 ch;;Yes;;400 MHz min.;667 MHz max.;0.27 Gbyte/s;16 Kbyte I-Cache;;;16 Kbyte D-Cache;;;;;8 pipeline stages;;90 nm;CMOS;;;Samsung;IMG PowerVR MBX Lite GPU;1-core GPU;60 MHz GPU;;No;USB 2.0;No;No;;No;No;;;;8-stage integer pipeline, ARM TrustZone, 16/16KB I/D TCM, PowerVR MBX Lite 3D graphics coprocessor (60MHz), vector floating point coprocessor (VPU), 128 Mbyte SDRAM integrated;;
Samsung;;S3C6400;;2007;Application Processor;32 bit;ARMv6;ARM1176JZF-S;1;Yes;;32 bit;;1 ch;;Yes;;;N/A;;16 Kbyte I-Cache;;;16 Kbyte D-Cache;;;;;8 pipeline stages;;;CMOS;;;Samsung;N/A;;;;No;No;No;No;;No;No;;;;16/16KB I/D TCM, 2D Graphics Acceleration, ARM TrustZone;;
Samsung;;S3C2443;;2007;Application Processor;32 bit;ARMv4T;ARM920T;1;SDRAM;;32 bit;;1 ch;;NAND Flash Interface;6 ch;;N/A;;16 Kbyte I-Cache;;;16 Kbyte D-Cache;;;;;;;;CMOS;;400 pins;Samsung;N/A;;;;No;No;No;No;;No;No;;;;;;
SiRF;Titan;titan GPS V5;;2007;System-On-a-Chip;32 bit;ARMv6;ARM1136EJ-S;1;SDRAM;;64 bit;;1 ch;16 bit;Yes;16 ch;600 MHz min.;650 MHz max.;;16 Kbyte I-Cache;;;16 Kbyte D-Cache;;128 Kbyte L2;;;8 pipeline stages;;;CMOS;;477 pins;;N/A;;;;No;No;No;No;;No;Yes;;;;16-channel DMA, VFPU, AMBA 2.0 AHB, ARM Jazelle, integrated 40+ channels Centrality GPS V5 DSP;;
STMicroelectronics;Nomadik;Nomadik STn8811A12;;2007;Application Processor;32 bit;ARMv5TEJ;ARM926EJ;1;Yes;;16 bit;;1 ch;;No;;;N/A;;32 Kbyte I-Cache;;;16 Kbyte D-Cache;;;;;;;;CMOS;;324 pins;;N/A;;;;No;No;No;No;;No;No;;;;32 Kbytes of public ROM (for boot purposes), 64 Kbytes of secured ROM (for security purposes), 40 Kbytes of public RAM, 16 Kbytes of secured RAM (for security code and/or data), 1 Kbyte backup;;
Telechip;;TCC7801;;2007;Multi-core Application Processor;32 bit;ARMv5TEJ;ARM926EJ-S;1;Yes;;32 bit;;1 ch;;NAND Flash Interface;;;N/A;;16 Kbyte I-Cache;;;16 Kbyte D-Cache;;;;;;;130 nm;CMOS;;;;N/A;;;;No;No;No;No;;No;No;;;;ARM946ES sub processor, 3x32 kbytes SRAM + 8 kbyte Boot ROM, 4+8 kbyte tightly coupled Memory;;
ARM;;Cortex-R4;;2006;Application Processor;32 bit;ARMv7-R;ARM Cortex;1;Yes;;32 bit;;1 ch;;No;;210 MHz min.;475 MHz max.;;;;;;;;;;;;90 nm;CMOS;;;;N/A;;;;No;No;No;No;;No;No;;;;Configurable cache sizes, 32 bit addressing, MPU, AMBA 3.0 AXI bus, ARM CoreSight;;
ARM;;Cortex-R4F;;2006;Application Processor;32 bit;ARMv7-R;ARM Cortex;1;Yes;;32 bit;;1 ch;;No;;;475 MHz max.;;;;;;;;;;;;;CMOS;;;;N/A;;;;No;No;No;No;;No;No;;;;Configurable cache sizes, 32 bit addressing, MPU, AMBA 3.0 AXI bus, ARM CoreSight, Floating Point Unit (FPU);;
ARM;;11 MPCore;;2006;Multi-core Application Processor;32 bit;ARMv6K;ARM11;1;Yes;;32 bit;;1 ch;;No;;;N/A;;;;;;;;;;8 pipeline stages;;;CMOS;;;;N/A;;;;No;No;No;No;;No;No;;;;2x ARM11 processor core, Configurable cache sizes (16-64KB), Harvard architecture, 32 bit addressing, DSP Instruction Set Extensions, ARM Jazelle, 64-bit AMBA 3 AXI bus;;
ARM;;996HS;;2006;Application Processor;32 bit;ARMv5TE;ARM9HS;1;Yes;;32 bit;;1 ch;;No;;;N/A;;;;;;;;;;;;;CMOS;;;;N/A;;;;No;No;No;No;;No;No;;;;Configurable cache sizes, MPU, Advanced Microcontroller Bus Architecture (AMBA), Embedded Trace Macrocell (ETM) interface, TCM interfaces;;
Centrality;Atlas;Atlas III;;2006;System-On-a-Chip;32 bit;ARMv5TEJ;ARM926EJ-S;1;Yes;;32 bit;;1 ch;;No;;;396 MHz max.;;;;;;;;;;;;;CMOS;;332 pins;;N/A;;;;No;No;No;No;;No;Yes;;;;integrated 30 channels Centrality GPS V4 DSP, Jazelle DBX;;
Qualcomm;MSM;MSM7200;;2006;Application Processor with Modem;32 bit;ARMv6;ARM1136EJ-S;1;Yes;;32 bit;;1 ch;;Yes;;;400 MHz max.;;;;;;;;;;8 pipeline stages;;90 nm;CMOS;;;TSMC;N/A;;;;CSD 9.6 kbps , GPRS (Class unspecified) , EDGE (Class unspecified) , EDGE Multi-slot Class 12 , UMTS 384 kbps (W-CDMA) , HSUPA (Cat. unspecified) , HSDPA (Cat. unspecified) data links;No;No;No;;No;Yes;;;;274MHz ARM9 coprocessor, Embedded QDSP4000 and QDSP5000 DSP (GSM, GPRS/EGPRS Multislot Class 12, EDGE, UMTS/WCDMA, HSDPA, HSUPA, MBMS baseband), Embedded gpsOne GPS module, Qcamera, Qtv, Qcamcorder, Qvideophone;;
Qualcomm;MSM;MSM7500;;2006;Application Processor with Modem;32 bit;ARMv6;ARM1136EJ-S;1;Yes;;32 bit;;1 ch;;Yes;;;400 MHz max.;;16 Kbyte I-Cache;;;16 Kbyte D-Cache;;;;;8 pipeline stages;;90 nm;CMOS;;;TSMC;N/A;;;;CSD 9.6 kbps , GPRS (Class unspecified) , GPRS Class 10 , CDMA2000 1xRTT (IS-2000) , CDMA2000 1xEV-DO Rel. 0 , CDMA2000 1xEV-DO Revision A data links;No;No;No;;No;GPS (NMEA 0183);;;;ARM926EJ-S companion processor, ARM TrustZone technology, Embedded QDSP4000 or QDSP5000 DSP (CDMA2000 1X Rel. 0 / Rev. A, CDMA2000 1xEV-DO Rel. 0 / Rev. A, GSM, GPRS Class 10 baseband), Embedded gpsOne GPS module, Qcamera, Qtv, Qcamcorder, Qvideophone;;
Qualcomm;MSM;MSM6260;;2006;Application Processor with Modem;32 bit;ARMv5TEJ;ARM926EJ-S;1;Yes;;;;1 ch;;Yes;;;225 MHz max.;;;;;;;;;;;;;CMOS;;432 pins;TSMC;N/A;;;;CSD 9.6 kbps , GPRS (Class unspecified) , EDGE (Class unspecified) , EDGE Multi-slot Class 12 , UMTS 384 kbps (W-CDMA) , HSDPA (Cat. unspecified) data links;No;No;No;;No;Yes;;;;MMU, Embedded QDSP4000 DSP (GSM, GPRS/EGPRS Multislot Class 12, EDGE, UMTS/WCDMA R99, HSDPA, MBMS baseband), Embedded gpsOne GPS module, Qcamera, Qtv, Qcamcorder, Qvideophone, OpenGL ES support, USB OTG, 3 MP camera support;;
SiRF;Atlas;Atlas-III AT640;;2006;Application Processor;32 bit;ARMv5TEJ;ARM926EJ-S;1;SDRAM;;;;1 ch;;Yes;;;396 MHz max.;;16 Kbyte I-Cache;;;16 Kbyte D-Cache;;;;;;;130 nm;CMOS;;332 pins;;N/A;;;;No;No;No;No;;No;Yes;;;;integrated 30 channels SiRF GPS V4 DSP (264MHz);;
Texas Instruments;OMAP;OMAP V1035;;2006;Application Processor with Modem;32 bit;ARMv5;ARM926EJ-S;1;SDRAM;;32 bit;;1 ch;;Yes;;;N/A;;;;;;;;;;;;;CMOS;;;Texas Instruments;N/A;;;;CSD 9.6 kbps , GPRS (Class unspecified) , GPRS Class 12 , EDGE (Class unspecified) , EDGE Multi-slot Class 12 data links;No;No;No;;No;No;;;;Embedded TMS320C55x DSP (GSM/GPRS Class 12/EDGE Class 12 baseband), TI TWL3034 companion chip;;
Texas Instruments;OMAP;OMAP 2431;;2006;Application Processor with Modem;32 bit;ARMv6;ARM1136;1;SDRAM , mobile (LP) DDR SDRAM;;32 bit;;1 ch;;Yes;;330 MHz min.;450 MHz max.;;32 Kbyte I-Cache;;;32 Kbyte D-Cache;;;;;8 pipeline stages;;90 nm;CMOS;;447 pins;Texas Instruments;N/A;;;;CSD 9.6 kbps , GPRS (Class unspecified) , EDGE (Class unspecified) , UMTS 384 kbps (W-CDMA) data links;No;No;No;;No;No;;;;Embedded 220MHz TI TMS320C55x DSP (GSM/GPRS/EDGE/UMTS baseband), 640KB shared SRAM, MMU, IVA 2, dual display support, analog/digital TV video output, M-Shield security technology, TI TWL92230 companion chip support;;
Texas Instruments;OMAP;OMAP 2430;;2006;Application Processor with Modem;32 bit;ARMv6;ARM1136;1;SDRAM , mobile (LP) DDR SDRAM;;32 bit;;1 ch;;Yes;;330 MHz min.;450 MHz max.;;32 Kbyte I-Cache;;;32 Kbyte D-Cache;;;;;8 pipeline stages;;90 nm;CMOS;;447 pins;Texas Instruments;IMG PowerVR MBX Lite GPU;;;;CSD 9.6 kbps , GPRS (Class unspecified) , EDGE (Class unspecified) , UMTS 384 kbps (W-CDMA) data links;No;No;No;;No;No;;;;Embedded 220MHz TI TMS320C55x DSP (GSM/GPRS/EDGE/UMTS baseband), Ã³640KB shared SRAM, MMU, PowerVR MBX lite GPU, IVA 2, dual display support, analog/digital TV video output, M-Shield security technology, TI TWL92230 companion chip support;;
ARM;;Cortex-A8;;2005;Application Processor;32 bit;ARMv7-A;ARM Cortex;1;Yes;;32 bit;;1 ch;;No;;;N/A;;32 Kbyte I-Cache;;;32 Kbyte D-Cache;;1024 Kbyte L2;;;13 pipeline stages;2000 million instruction per;65 nm;CMOS;;;;N/A;;;;No;No;No;No;;No;No;;;;Superscalar processor, Configurable L1 and L2 cache sizes, FPU, MMU, AMBA 3.0 AXI bus, NEON Media Processing technology, ARM Thumb-2 Technology, ARM TrustZone Technology, ARM CoreSight, ARM Jazelle RCT;;
Centrality;Atlas;Atlas II;;2005;System-On-a-Chip;32 bit;ARMv5TEJ;ARM926EJ-S;1;Yes;;32 bit;;1 ch;;No;;;N/A;;;;;;;;;;;;;CMOS;;;;N/A;;;;No;No;No;No;;No;Yes;;;;integrated 22 channels Centrality GPS V3 DSP, Jazelle DBX;;
Intel;XScale;XScale PXA290;;2005;Application Processor;32 bit;ARMv5TE;Intel XScale;1;Yes;;32 bit;;1 ch;;Yes;;;N/A;;32 Kbyte I-Cache;;;32 Kbyte D-Cache;;;;312 MHz;;;;CMOS;;;Intel;N/A;;;;No;No;No;No;;No;No;;;;Wireless Intel SpeedStep Technology, Intel Wireless MMX 2;;
MagicEyes;;MMSP 2;;2005;Application Processor;32 bit;ARMv5;ARM920T;1;Yes;;32 bit;;1 ch;;Yes;;;N/A;;16 Kbyte I-Cache;;;16 Kbyte D-Cache;;;;;;;;CMOS;;;;N/A;;;;No;No;No;No;;No;No;;;;ARM940T coprocessor, embedded 2D graphics accelerator;;
MagicEyes;;MMSP 2+;;2005;Application Processor;32 bit;ARMv5;ARM926EJ-S;1;Yes;;32 bit;;1 ch;;Yes;;;N/A;;16 Kbyte I-Cache;;;16 Kbyte D-Cache;;;;;;;;CMOS;;;;N/A;;;;No;No;No;No;;No;No;;;;ARM946E coprocessor, embedded 2D/3D graphics accelerator;;
NXP;;MXC275-30;;2005;Application Processor with Modem;32 bit;ARMv6;ARM1136JF-S;1;Yes;;32 bit;;1 ch;;No;;;512 MHz max.;;;;;;;128 Kbyte L2;;;8 pipeline stages;;;CMOS;;;NXP;N/A;;;;CSD 9.6 kbps , GPRS (Class unspecified) , GPRS Class 12 , EDGE (Class unspecified) , EDGE Multi-slot Class 12 data links;No;No;No;;No;No;;;;208MHz StarCore SC140 DSP (GSM 850/900/1800/1900MHz, GPRS class 12 , EDGE class 12), DVB-H support;;
Philips;Nexperia;Nexperia PNX5220;;2005;Application Processor with Modem;32 bit;ARMv5TEJ;ARM926EJ;1;Yes;;;;1 ch;;Yes;;;N/A;;32 Kbyte I-Cache;;;32 Kbyte D-Cache;;;;;;;;CMOS;;;NXP;IMG PowerVR MBX GPU;;80 MHz GPU;;GPRS (Class unspecified) , EDGE (Class unspecified) , UMTS 384 kbps (W-CDMA) data links;No;No;No;;No;No;;;;DMA controller, MMU, integrated Adelante RD16024, quad-band GPRS/EDGE, dual-band UMTS;;
Philips;Nexperia;Nexperia PNX4008;;2005;Application Processor;32 bit;ARMv5TEJ;ARM926EJ;1;SDRAM;;32 bit;;1 ch;;Yes;;;N/A;;32 Kbyte I-Cache;;;32 Kbyte D-Cache;;;;;;;90 nm;CMOS;;;NXP;IMG PowerVR MBX GPU;1-core GPU;80 MHz GPU;;No;No;No;No;;No;No;;;;DMA controller, MMU, PowerVR MBX 2D/3D graphics accelerator (80MHz), integrated DSP;;
Qualcomm;MSM;MSM6550;;2005;Application Processor with Modem;32 bit;ARMv5TEJ;ARM926EJ-S;1;Yes;;32 bit;;1 ch;;Yes;;225 MHz min.;225 MHz max.;;;;;;;;;;;;;CMOS;;409 pins;TSMC;N/A;;;;CSD 9.6 kbps , GPRS (Class unspecified) , CDMA2000 1xRTT (IS-2000) , CDMA2000 1xEV-DO Rel. 0 data links;No;No;No;;No;Yes;;;;MMU, Embedded QDSP4000 (CDMA2000 1x / CDMA2000 1xEV-DO Rel. 0/ GSM / GPRS class B multislot class 10), ARM Jazelle, integrated Qualcomm gpsOne chip (GPS, A-GPS), Qcamera;;
STMicroelectronics;Nomadik;Nomadik STn8810S12;;2005;Application Processor;32 bit;ARMv5TE;ARM926EJ;1;Yes;;16 bit;;1 ch;;No;;;264 MHz max.;;32 Kbyte I-Cache;;;16 Kbyte D-Cache;;;;;;;;CMOS;;388 pins;;N/A;;;;No;No;No;No;;No;No;;;;32 Kbytes of public ROM (for boot purposes), 64 Kbytes of secured ROM (for security purposes), 40 Kbytes of public RAM, 16 Kbytes of secured RAM (for security code and/or data), 1 Kbyte backup;;
STMicroelectronics;Nomadik;Nomadik STn8810;;2005;Application Processor;32 bit;ARMv5TE;ARM926EJ;1;Yes;;16 bit;;1 ch;;No;;;264 MHz max.;;32 Kbyte I-Cache;;;16 Kbyte D-Cache;;;;;;;;CMOS;;324 pins;;N/A;;;;No;No;No;No;;No;No;;;;32 Kbytes of public ROM (for boot purposes), 64 Kbytes of secured ROM (for security purposes), 40 Kbytes of public RAM, 16 Kbytes of secured RAM (for security code and/or data), 1 Kbyte backup;;
Texas Instruments;OMAP;OMAP V1030;;2005;Application Processor with Modem;32 bit;ARMv5;ARM926EJ-S;1;SDRAM;;32 bit;;1 ch;;Yes;;;N/A;;16 Kbyte I-Cache;;;8 Kbyte D-Cache;;;;;;;;CMOS;;;Texas Instruments;N/A;;;;CSD 9.6 kbps , GPRS (Class unspecified) , GPRS Class 12 , EDGE (Class unspecified) , EDGE Multi-slot Class 12 data links;No;No;No;;No;No;;;;Embedded TMS320C55x DSP (GSM/GPRS Class 12/EDGE Class 12 baseband), TI TWL3029 companion chip;;
Texas Instruments;OMAP;OMAP 850;;2005;Application Processor with Modem;32 bit;ARMv5TEJ;ARM926EJ-S;1;SDRAM;;;;1 ch;;Yes;;;N/A;;16 Kbyte I-Cache;;;8 Kbyte D-Cache;;;;;;;;CMOS;;;Texas Instruments;N/A;;;;CSD 9.6 kbps , GPRS (Class unspecified) , GPRS Class 12 , EDGE (Class unspecified) , EDGE Multi-slot Class 12 data links;No;No;No;;No;No;;;;Embedded TMS320C54x DSP, 384KB shared SRAM;;
Texas Instruments;OMAP;OMAP 2420;;2005;Application Processor with Modem;32 bit;ARMv6;ARM1136;1;SDRAM , mobile (LP) DDR SDRAM;;32 bit;;1 ch;;Yes;;330 MHz min.;N/A;;32 Kbyte I-Cache;;;32 Kbyte D-Cache;;;;;8 pipeline stages;;90 nm;CMOS;;325 pins;Texas Instruments;IMG PowerVR MBX GPU;;;;CSD 9.6 kbps , GPRS (Class unspecified) , EDGE (Class unspecified) , UMTS 384 kbps (W-CDMA) data links;No;No;No;;No;No;;;;Embedded 220MHz TI TMS320C55x DSP (GSM/GPRS/EDGE/UMTS baseband), 640KB shared SRAM, MMU, IVA, dual display support, analog/digital TV video output, TI TWL92230 companion chip support;;
ARM;;Cortex-M1;;2004;Application Processor;32 bit;ARMv6-M;ARM Cortex;1;Yes;;32 bit;;1 ch;;No;;;N/A;;;;;;;;;;;;;CMOS;;;;N/A;;;;No;No;No;No;;No;No;;;;For FPGA solutions, AMBA;;
ARM;;Cortex-M3;;2004;Application Processor;32 bit;ARMv7-M;ARM CM3Core;1;Yes;;32 bit;;1 ch;;No;;;N/A;;;;;;;;;;3 pipeline stages;;90 nm;CMOS;;;;N/A;;;;No;No;No;No;;No;No;;;;Harvard Architecture, 8 region MPU, AMBA, ETM, 3-stage Pipeline + branch speculation;;
